prodcodeid,termfromemis,productname,drugsubstancename,bnfchapter,dmdid
7.69341E+14,Innovace 5mg tablets (Organon Pharma (UK) Ltd),Innovace 5mg tablets,Enalapril maleate,2050501,7.30211E+14
7.69141E+14,Innovace 2.5mg tablets (Organon Pharma (UK) Ltd),Innovace 2.5mg tablets,Enalapril maleate,2050501,7.49611E+14
1.91884E+15,Pralenal 10 tablets (Opus Pharmaceuticals Ltd),Pralenal 10 tablets,Enalapril maleate,2050501,7.61411E+14
2.94604E+15,Ecopace 50mg tablets (Advanz Pharma),Ecopace 50mg tablets,Captopril,2050501,7.67911E+14
1.62204E+15,Kaplon 12.5mg tablets (Teva UK Ltd),Kaplon 12.5mg tablets,Captopril,2050501,7.77711E+14
1.75394E+15,Tanatril 5mg tablets (Mitsubishi Tanabe Pharma Europe Ltd),Tanatril 5mg tablets,Imidapril hydrochloride,2050501,7.97911E+14
1.45574E+15,Tritace 5mg capsules (Sanofi),Tritace 5mg capsules,Ramipril,2050501,8.02311E+14
1.1041E+13,Acepril 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 50mg tablets,Captopril,2050501,8.14111E+14
2.94594E+15,Ecopace 25mg tablets (Advanz Pharma),Ecopace 25mg tablets,Captopril,2050501,8.17411E+14
1.55224E+15,Zestril 5mg tablets (AstraZeneca UK Ltd),Zestril 5mg tablets,Lisinopril,2050501,8.23211E+14
1.55194E+15,Zestril 10mg tablets (AstraZeneca UK Ltd),Zestril 10mg tablets,Lisinopril,2050501,8.25311E+14
1.3341E+13,Accupro 20mg tablets (Pfizer Ltd),Accupro 20mg tablets,Quinapril hydrochloride,2050501,8.29111E+14
1.45564E+15,Tritace 2.5mg capsules (Sanofi),Tritace 2.5mg capsules,Ramipril,2050501,8.35411E+14
1.55214E+15,Zestril 20mg tablets (AstraZeneca UK Ltd),Zestril 20mg tablets,Lisinopril,2050501,8.91711E+14
3.77641E+14,Coversyl 4mg tablets (Servier Laboratories Ltd),Coversyl 4mg tablets,Perindopril erbumine,2050501,9.02211E+14
2.72464E+15,Tritace titration pack capsules (Sanofi),Tritace titration pack capsules,NA,2050501,3.04221E+15
1.55234E+15,Zestoretic 20 tablets (AstraZeneca UK Ltd),Zestoretic 20 tablets,Hydrochlorothiazide/ Lisinopril,2050501,3.14311E+15
2.17041E+14,Carace 20 Plus tablets (Organon Pharma (UK) Ltd),Carace 20 Plus tablets,Hydrochlorothiazide/ Lisinopril,2050501,3.14351E+15
1.55184E+15,Zestoretic 10 tablets (AstraZeneca UK Ltd),Zestoretic 10 tablets,Hydrochlorothiazide/ Lisinopril,2050501,3.14431E+15
2.09841E+14,Carace 10 Plus tablets (Organon Pharma (UK) Ltd),Carace 10 Plus tablets,Hydrochlorothiazide/ Lisinopril,2050501,3.14451E+15
2.84664E+15,Coversyl 8mg tablets (Servier Laboratories Ltd),Coversyl 8mg tablets,Perindopril erbumine,2050501,3.80371E+15
1.83434E+15,Triapin 5mg/5mg modified-release tablets (Sanofi),Triapin 5mg/5mg modified-release tablets,Felodipine/ Ramipril,2050501,3.88791E+15
1.06594E+15,Perdix 15mg tablets (UCB Pharma Ltd),Perdix 15mg tablets,Moexipril hydrochloride,2050501,4.04031E+15
1.06604E+15,Perdix 7.5mg tablets (UCB Pharma Ltd),Perdix 7.5mg tablets,Moexipril hydrochloride,2050501,4.04111E+15
8.26494E+15,Triapin 2.5mg/2.5mg modified-release tablets (Sanofi),Triapin 2.5mg/2.5mg modified-release tablets,Felodipine/ Ramipril,2050501,4.09321E+15
2.98994E+15,Tritace 1.25mg tablets (Sanofi),Tritace 1.25mg tablets,Ramipril,2050501,5.01051E+15
2.99004E+15,Tritace 2.5mg tablets (Sanofi),Tritace 2.5mg tablets,Ramipril,2050501,5.01081E+15
2.99014E+15,Tritace 5mg tablets (Sanofi),Tritace 5mg tablets,Ramipril,2050501,5.01111E+15
2.99024E+15,Tritace 10mg tablets (Sanofi),Tritace 10mg tablets,Ramipril,2050501,5.01141E+15
3.15974E+15,Lopace 2.5mg capsules (Discovery Pharmaceuticals),Lopace 2.5mg capsules,Ramipril,2050501,7.94871E+15
3.15984E+15,Lopace 5mg capsules (Discovery Pharmaceuticals),Lopace 5mg capsules,Ramipril,2050501,7.94891E+15
3.15994E+15,Lopace 10mg capsules (Discovery Pharmaceuticals),Lopace 10mg capsules,Ramipril,2050501,7.94911E+15
3.27954E+15,Lisicostad 10mg/12.5mg tablets (Genus Pharmaceuticals Ltd),Lisicostad 10mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,2050501,8.14571E+15
3.27964E+15,Lisicostad 20mg/12.5mg tablets (Genus Pharmaceuticals Ltd),Lisicostad 20mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,2050501,8.14591E+15
4.45464E+15,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd),Coversyl Arginine Plus 5mg/1.25mg tablets,Indapamide/ Perindopril arginine,2050501,1.34443E+16
4.45444E+15,Coversyl Arginine 10mg tablets (Servier Laboratories Ltd),Coversyl Arginine 10mg tablets,Perindopril arginine,2050501,1.34446E+16
4.45434E+15,Coversyl Arginine 5mg tablets (Servier Laboratories Ltd),Coversyl Arginine 5mg tablets,Perindopril arginine,2050501,1.34449E+16
4.45424E+15,Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd),Coversyl Arginine 2.5mg tablets,Perindopril arginine,2050501,1.34452E+16
8.96134E+15,Noyada 25mg/5ml oral solution (Martindale Pharmaceuticals Ltd),Noyada 25mg/5ml oral solution,Captopril,2050501,2.36817E+16
8.96124E+15,Noyada 5mg/5ml oral solution (Martindale Pharmaceuticals Ltd),Noyada 5mg/5ml oral solution,Captopril,2050501,2.3682E+16
1.9341E+13,Adalat retard 20mg tablets (Bayer Plc),Adalat retard 20mg tablets,Nifedipine,2060200,5.011E+12
4.52841E+14,Dilzem SR 120 capsules (Teva UK Ltd),Dilzem SR 120 capsules,Diltiazem hydrochloride,2060200,5.711E+12
1.55084E+15,Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd),Zanidip 10mg tablets,Lercanidipine hydrochloride,2060200,2.0011E+13
1.4141E+13,Adalat 5mg capsules (Bayer Plc),Adalat 5mg capsules,Nifedipine,2060200,2.7111E+13
1.52014E+15,Viazem XL 120mg capsules (Thornton & Ross Ltd),Viazem XL 120mg capsules,Diltiazem hydrochloride,2060200,3.2311E+13
1.52024E+15,Viazem XL 180mg capsules (Thornton & Ross Ltd),Viazem XL 180mg capsules,Diltiazem hydrochloride,2060200,3.3211E+13
2.67604E+15,Disogram SR 300mg capsules (Ranbaxy (UK) Ltd),Disogram SR 300mg capsules,Diltiazem hydrochloride,2060200,3.4711E+13
1.09404E+15,Plendil 10mg modified-release tablets (AstraZeneca UK Ltd),Plendil 10mg modified-release tablets,Felodipine,2060200,4.8511E+13
1.48974E+15,Univer 240mg modified-release capsules (Teva UK Ltd),Univer 240mg modified-release capsules,Verapamil hydrochloride,2060200,6.5411E+13
1.8241E+13,Adipine MR 20 tablets (Chiesi Ltd),Adipine MR 20 tablets,Nifedipine,2060200,7.4111E+13
1.57044E+15,Angitil XL 240 capsules (Ethypharm UK Ltd),Angitil XL 240 capsules,Diltiazem hydrochloride,2060200,7.5111E+13
1.44284E+15,Tildiem Retard 90mg tablets (Sanofi),Tildiem Retard 90mg tablets,Diltiazem hydrochloride,2060200,1.03611E+14
1.83304E+15,Zemtard 120 XL capsules (Galen Ltd),Zemtard 120 XL capsules,Diltiazem hydrochloride,2060200,1.05211E+14
2.67564E+15,Disogram SR 240mg capsules (Ranbaxy (UK) Ltd),Disogram SR 240mg capsules,Diltiazem hydrochloride,2060200,1.08711E+14
2.67504E+15,Disogram SR 120mg capsules (Ranbaxy (UK) Ltd),Disogram SR 120mg capsules,Diltiazem hydrochloride,2060200,1.16711E+14
1.99041E+14,Cardene SR 45mg capsules (Astellas Pharma Ltd),Cardene SR 45mg capsules,Nicardipine hydrochloride,2060200,1.18811E+14
1.34654E+15,Slozem 180mg capsules (Zentiva),Slozem 180mg capsules,Diltiazem hydrochloride,2060200,1.19211E+14
3.36641E+14,Coracten SR 10mg capsules (UCB Pharma Ltd),Coracten SR 10mg capsules,Nifedipine,2060200,1.26411E+14
1.34644E+15,Slozem 120mg capsules (Zentiva),Slozem 120mg capsules,Diltiazem hydrochloride,2060200,1.30211E+14
6.6041E+13,Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd),Angiozem CR 120mg tablets,Diltiazem hydrochloride,2060200,1.44811E+14
1.72494E+15,Coracten XL 30mg capsules (UCB Pharma Ltd),Coracten XL 30mg capsules,Nifedipine,2060200,1.62811E+14
7.87941E+14,Istin 5mg tablets (Upjohn UK Ltd),Istin 5mg tablets,Amlodipine,2060200,1.72711E+14
6.05941E+14,Fortipine LA 40 tablets (Advanz Pharma),Fortipine LA 40 tablets,Nifedipine,2060200,1.88711E+14
1.48954E+15,Univer 120mg modified-release capsules (Teva UK Ltd),Univer 120mg modified-release capsules,Verapamil hydrochloride,2060200,2.19711E+14
1.7241E+13,Adalat LA 60mg tablets (Bayer Plc),Adalat LA 60mg tablets,Nifedipine,2060200,2.35511E+14
4.53041E+14,Dilzem XL 120 capsules (Teva UK Ltd),Dilzem XL 120 capsules,Diltiazem hydrochloride,2060200,2.43111E+14
4.53141E+14,Dilzem XL 180 capsules (Teva UK Ltd),Dilzem XL 180 capsules,Diltiazem hydrochloride,2060200,2.54911E+14
2.67494E+15,Disogram SR 90mg capsules (Ranbaxy (UK) Ltd),Disogram SR 90mg capsules,Diltiazem hydrochloride,2060200,2.56611E+14
3.75141E+14,Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd),Cordilox 80mg tablets,Verapamil hydrochloride,2060200,2.58911E+14
1.44184E+15,Tildiem LA 200 capsules (Sanofi),Tildiem LA 200 capsules,Diltiazem hydrochloride,2060200,2.61611E+14
1.76841E+14,Cardene 30mg capsules (Astellas Pharma Ltd),Cardene 30mg capsules,Nicardipine hydrochloride,2060200,2.91111E+14
6.5441E+13,Angitil SR 120 capsules (Ethypharm UK Ltd),Angitil SR 120 capsules,Diltiazem hydrochloride,2060200,2.98811E+14
9.37141E+14,Motens 4mg tablets (GlaxoSmithKline UK Ltd),Motens 4mg tablets,Lacidipine,2060200,3.33011E+14
6.5541E+13,Angitil SR 180 capsules (Ethypharm UK Ltd),Angitil SR 180 capsules,Diltiazem hydrochloride,2060200,3.36611E+14
1.76741E+14,Cardene 20mg capsules (Astellas Pharma Ltd),Cardene 20mg capsules,Nicardipine hydrochloride,2060200,3.44811E+14
1.83324E+15,Zemtard 240 XL capsules (Galen Ltd),Zemtard 240 XL capsules,Diltiazem hydrochloride,2060200,3.45411E+14
1.60254E+15,Dilcardia SR 90mg capsules (Mylan),Dilcardia SR 90mg capsules,Diltiazem hydrochloride,2060200,3.53011E+14
1.44274E+15,Tildiem Retard 120mg tablets (Sanofi),Tildiem Retard 120mg tablets,Diltiazem hydrochloride,2060200,3.83911E+14
1.42134E+15,Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd),Tensipine MR 20 tablets,Nifedipine,2060200,3.85611E+14
3.64241E+14,Coracten SR 20mg capsules (UCB Pharma Ltd),Coracten SR 20mg capsules,Nifedipine,2060200,3.89611E+14
1.48964E+15,Univer 180mg modified-release capsules (Teva UK Ltd),Univer 180mg modified-release capsules,Verapamil hydrochloride,2060200,3.91811E+14
1.52044E+15,Viazem XL 300mg capsules (Thornton & Ross Ltd),Viazem XL 300mg capsules,Diltiazem hydrochloride,2060200,4.07011E+14
7.88041E+14,Istin 10mg tablets (Upjohn UK Ltd),Istin 10mg tablets,Amlodipine,2060200,4.08111E+14
1.42124E+15,Tensipine MR 10 tablets (Genus Pharmaceuticals Ltd),Tensipine MR 10 tablets,Nifedipine,2060200,4.13111E+14
4.52641E+14,Dilzem SR 60 capsules (Teva UK Ltd),Dilzem SR 60 capsules,Diltiazem hydrochloride,2060200,4.17111E+14
6.5941E+13,Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd),Angiozem CR 90mg tablets,Diltiazem hydrochloride,2060200,4.40711E+14
1.57054E+15,Angitil XL 300 capsules (Ethypharm UK Ltd),Angitil XL 300 capsules,Diltiazem hydrochloride,2060200,4.67111E+14
2.67484E+15,Disogram SR 60mg capsules (Ranbaxy (UK) Ltd),Disogram SR 60mg capsules,Diltiazem hydrochloride,2060200,4.69811E+14
1.09414E+15,Plendil 5mg modified-release tablets (AstraZeneca UK Ltd),Plendil 5mg modified-release tablets,Felodipine,2060200,4.90211E+14
1.83354E+15,Verapress MR 240mg tablets (Dexcel-Pharma Ltd),Verapress MR 240mg tablets,Verapamil hydrochloride,2060200,5.25311E+14
1.66164E+15,Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd),Optil 60mg modified-release tablets,Diltiazem hydrochloride,2060200,5.27711E+14
1.27514E+15,Securon SR 240mg tablets (Mylan),Securon SR 240mg tablets,Verapamil hydrochloride,2060200,5.40111E+14
1.98941E+14,Cardene SR 30mg capsules (Astellas Pharma Ltd),Cardene SR 30mg capsules,Nicardipine hydrochloride,2060200,5.40311E+14
2.26124E+15,Slozem 300mg capsules (Zentiva),Slozem 300mg capsules,Diltiazem hydrochloride,2060200,5.50211E+14
3.75041E+14,Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd),Cordilox 40mg tablets,Verapamil hydrochloride,2060200,5.57111E+14
1.09394E+15,Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd),Plendil 2.5mg modified-release tablets,Felodipine,2060200,5.62711E+14
1.9441E+13,Adalat retard 10mg tablets (Bayer Plc),Adalat retard 10mg tablets,Nifedipine,2060200,5.69011E+14
1.34664E+15,Slozem 240mg capsules (Zentiva),Slozem 240mg capsules,Diltiazem hydrochloride,2060200,5.99811E+14
1.52054E+15,Viazem XL 360mg capsules (Thornton & Ross Ltd),Viazem XL 360mg capsules,Diltiazem hydrochloride,2060200,6.48211E+14
1.75484E+15,Vertab SR 240 tablets (Chiesi Ltd),Vertab SR 240 tablets,Verapamil hydrochloride,2060200,6.75611E+14
4.52741E+14,Dilzem SR 90 capsules (Teva UK Ltd),Dilzem SR 90 capsules,Diltiazem hydrochloride,2060200,6.82311E+14
2.67534E+15,Disogram SR 180mg capsules (Ranbaxy (UK) Ltd),Disogram SR 180mg capsules,Diltiazem hydrochloride,2060200,7.13411E+14
1.60234E+15,Dilcardia SR 120mg capsules (Mylan),Dilcardia SR 120mg capsules,Diltiazem hydrochloride,2060200,7.23811E+14
4.53241E+14,Dilzem XL 240 capsules (Teva UK Ltd),Dilzem XL 240 capsules,Diltiazem hydrochloride,2060200,7.33511E+14
2.12904E+15,Cordilox MR 240mg tablets (Teva UK Ltd),Cordilox MR 240mg tablets,Verapamil hydrochloride,2060200,7.40811E+14
1.44384E+15,Tildiem 60mg modified-release tablets (Sanofi),Tildiem 60mg modified-release tablets,Diltiazem hydrochloride,2060200,7.62011E+14
1.4041E+13,Adalat 10mg capsules (Bayer Plc),Adalat 10mg capsules,Nifedipine,2060200,7.82511E+14
3.74941E+14,Cordilox 160mg tablets (IVAX Pharmaceuticals UK Ltd),Cordilox 160mg tablets,Verapamil hydrochloride,2060200,7.83511E+14
1.83314E+15,Zemtard 180 XL capsules (Galen Ltd),Zemtard 180 XL capsules,Diltiazem hydrochloride,2060200,8.13611E+14
1.8341E+13,Adipine MR 10 tablets (Chiesi Ltd),Adipine MR 10 tablets,Nifedipine,2060200,8.33611E+14
6.60641E+14,Half Securon SR 120mg tablets (Mylan),Half Securon SR 120mg tablets,Verapamil hydrochloride,2060200,8.46611E+14
6.5341E+13,Angitil SR 90 capsules (Ethypharm UK Ltd),Angitil SR 90 capsules,Diltiazem hydrochloride,2060200,8.57011E+14
1.83334E+15,Zemtard 300 XL capsules (Galen Ltd),Zemtard 300 XL capsules,Diltiazem hydrochloride,2060200,8.66811E+14
1.76634E+15,Adalat LA 20mg tablets (Bayer Plc),Adalat LA 20mg tablets,Nifedipine,2060200,8.81811E+14
1.52034E+15,Viazem XL 240mg capsules (Thornton & Ross Ltd),Viazem XL 240mg capsules,Diltiazem hydrochloride,2060200,8.86511E+14
1.44174E+15,Tildiem LA 300 capsules (Sanofi),Tildiem LA 300 capsules,Diltiazem hydrochloride,2060200,8.93111E+14
1.74504E+15,Nifedipress MR 10 tablets (Dexcel-Pharma Ltd),Nifedipress MR 10 tablets,Nifedipine,2060200,9.04011E+14
9.37041E+14,Motens 2mg tablets (GlaxoSmithKline UK Ltd),Motens 2mg tablets,Lacidipine,2060200,9.10911E+14
1.60244E+15,Dilcardia SR 60mg capsules (Mylan),Dilcardia SR 60mg capsules,Diltiazem hydrochloride,2060200,9.37011E+14
1.7141E+13,Adalat LA 30mg tablets (Bayer Plc),Adalat LA 30mg tablets,Nifedipine,2060200,2.88131E+15
1.9641E+13,Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd),Adizem-SR 120mg tablets,Diltiazem hydrochloride,2060200,2.88561E+15
1.8041E+13,Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 300mg capsules,Diltiazem hydrochloride,2060200,2.88611E+15
1.7941E+13,Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 240mg capsules,Diltiazem hydrochloride,2060200,2.88631E+15
2.65334E+15,Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 200mg capsules,Diltiazem hydrochloride,2060200,2.88651E+15
1.7441E+13,Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 180mg capsules,Diltiazem hydrochloride,2060200,2.88671E+15
1.7641E+13,Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 90mg capsules,Diltiazem hydrochloride,2060200,2.88701E+15
1.7341E+13,Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 120mg capsules,Diltiazem hydrochloride,2060200,2.88731E+15
1.7741E+13,Adizem-XL 120mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 120mg capsules,Diltiazem hydrochloride,2060200,2.93781E+15
1.7841E+13,Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 180mg capsules,Diltiazem hydrochloride,2060200,2.93801E+15
1.72504E+15,Coracten XL 60mg capsules (UCB Pharma Ltd),Coracten XL 60mg capsules,Nifedipine,2060200,3.38151E+15
9.77741E+14,Nimotop 30mg tablets (Bayer Plc),Nimotop 30mg tablets,Nimodipine,2060200,3.87921E+15
2.64104E+15,Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Zolvera 40mg/5ml oral solution,Verapamil hydrochloride,2060200,4.12951E+15
9.70841E+14,Nimotop 0.02% solution for infusion 50ml vials (Bayer Plc),Nimotop 0.02% solution for infusion 50ml vials,Nimodipine,2060200,4.38721E+15
1.27174E+15,Securon IV 5mg/2ml solution for injection ampoules (Mylan),Securon IV 5mg/2ml solution for injection ampoules,Verapamil hydrochloride,2060200,4.39981E+15
2.97994E+15,Felotens XL 5mg tablets (Thornton & Ross Ltd),Felotens XL 5mg tablets,Felodipine,2060200,4.78511E+15
2.98004E+15,Felotens XL 10mg tablets (Thornton & Ross Ltd),Felotens XL 10mg tablets,Felodipine,2060200,4.78551E+15
3.17744E+15,Felogen XL 5mg tablets (Mylan),Felogen XL 5mg tablets,Felodipine,2060200,4.97281E+15
3.17754E+15,Felogen XL 10mg tablets (Mylan),Felogen XL 10mg tablets,Felodipine,2060200,4.97301E+15
3.03434E+15,Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd),Vascalpha 5mg modified-release tablets,Felodipine,2060200,5.63831E+15
3.03444E+15,Vascalpha 10mg modified-release tablets (Accord Healthcare Ltd),Vascalpha 10mg modified-release tablets,Felodipine,2060200,5.63881E+15
3.15484E+15,Cardioplen XL 5mg tablets (Chiesi Ltd),Cardioplen XL 5mg tablets,Felodipine,2060200,7.88701E+15
3.15494E+15,Cardioplen XL 10mg tablets (Chiesi Ltd),Cardioplen XL 10mg tablets,Felodipine,2060200,7.88751E+15
3.18874E+15,Amlostin 5mg tablets (Discovery Pharmaceuticals),Amlostin 5mg tablets,Amlodipine,2060200,8.04621E+15
3.18884E+15,Amlostin 10mg tablets (Discovery Pharmaceuticals),Amlostin 10mg tablets,Amlodipine,2060200,8.04641E+15
4.52174E+15,Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd),Neofel XL 10mg tablets,Felodipine,2060200,8.08981E+15
4.52164E+15,Neofel XL 5mg tablets (Kent Pharmaceuticals Ltd),Neofel XL 5mg tablets,Felodipine,2060200,8.09011E+15
3.22544E+15,Adipine XL 30mg tablets (Chiesi Ltd),Adipine XL 30mg tablets,Nifedipine,2060200,9.04971E+15
3.22554E+15,Adipine XL 60mg tablets (Chiesi Ltd),Adipine XL 60mg tablets,Nifedipine,2060200,9.04991E+15
4.02194E+15,Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd),Exforge 10mg/160mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11607E+16
4.02184E+15,Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd),Exforge 5mg/160mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11615E+16
4.02174E+15,Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd),Exforge 5mg/80mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11618E+16
4.42924E+15,Felotens XL 2.5mg tablets (Thornton & Ross Ltd),Felotens XL 2.5mg tablets,Felodipine,2060200,1.31273E+16
4.45194E+15,Valni XL 30mg tablets (Zentiva),Valni XL 30mg tablets,Nifedipine,2060200,1.34019E+16
4.45204E+15,Valni XL 60mg tablets (Zentiva),Valni XL 60mg tablets,Nifedipine,2060200,1.34021E+16
9.69774E+15,Nicardipine 10mg/10ml solution for infusion ampoules,Nicardipine 10mg/10ml solution for infusion ampoules,Nicardipine hydrochloride,2060200,2.71267E+16
1.10724E+16,Clevidipine 25mg/50ml emulsion for infusion vials,Clevidipine 25mg/50ml emulsion for infusion vials,Clevidipine,2060200,3.20469E+16
1.10725E+16,Cleviprex 25mg/50ml emulsion for infusion vials (Chiesi Ltd),Cleviprex 25mg/50ml emulsion for infusion vials,Clevidipine,2060200,3.20471E+16
1.00251E+16,Bisoprolol 10mg / Aspirin 75mg capsules,Bisoprolol 10mg / Aspirin 75mg capsules,Aspirin/ Bisoprolol fumarate,NA,2.83654E+16
1.02176E+16,Molap 4mg tablets (Rivopharm (UK) Ltd),Molap 4mg tablets,Lacidipine,NA,2.88822E+16
1.14024E+15,Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd),Prescal 2.5mg tablets,Isradipine,NA,3.68971E+15
1.20906E+16,Tritace titration pack tablets (Sanofi),Tritace titration pack tablets,NA,NA,1.36009E+16
1.23126E+16,Alkapamid XL 1.5mg tablets (HBS Healthcare Ltd),Alkapamid XL 1.5mg tablets,Indapamide,NA,3.44949E+16
1.23723E+16,Nidef 30mg modified-release tablets (Morningside Healthcare Ltd),Nidef 30mg modified-release tablets,Nifedipine,NA,3.46852E+16
1.23724E+16,Nidef 60mg modified-release tablets (Morningside Healthcare Ltd),Nidef 60mg modified-release tablets,Nifedipine,NA,3.46858E+16
1.26823E+16,Bedranol 10mg tablets (Ennogen Pharma Ltd),Bedranol 10mg tablets,Propranolol hydrochloride,NA,3.61063E+16
1.26824E+16,Bedranol 40mg tablets (Ennogen Pharma Ltd),Bedranol 40mg tablets,Propranolol hydrochloride,NA,3.61065E+16
1.26826E+16,Bedranol 80mg tablets (Ennogen Pharma Ltd),Bedranol 80mg tablets,Propranolol hydrochloride,NA,3.61067E+16
1.26827E+16,Bedranol 160mg tablets (Ennogen Pharma Ltd),Bedranol 160mg tablets,Propranolol hydrochloride,NA,3.61071E+16
1.27464E+15,Secadrex 200mg/12.5mg tablets (Sanofi),Secadrex 200mg/12.5mg tablets,Acebutolol hydrochloride/ Hydrochlorothiazide,NA,8.78911E+14
1.27474E+15,Securon 120mg tablets (Abbott Laboratories Ltd),Securon 120mg tablets,Verapamil hydrochloride,NA,1.40411E+14
1.29884E+16,Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd),Lorvacs XL 1.5mg tablets,Indapamide,NA,3.68127E+16
1.34434E+16,Lisoretic 10mg/12.5mg tablets (Bristol Laboratories Ltd),Lisoretic 10mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,NA,3.82402E+16
1.34435E+16,Lisoretic 20mg/12.5mg tablets (Bristol Laboratories Ltd),Lisoretic 20mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,NA,3.824E+16
1.37402E+16,Enalapril 20mg tablets (Imported),Enalapril 20mg tablets,Enalapril maleate,NA,3.89554E+16
1.38734E+15,Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Staril 10mg tablets,Fosinopril sodium,NA,4.62511E+14
1.38744E+15,Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Staril 20mg tablets,Fosinopril sodium,NA,3.48111E+14
1.40134E+15,Syscor MR 10 tablets (Forest Laboratories UK Ltd),Syscor MR 10 tablets,Nisoldipine,NA,3.87701E+15
1.40144E+15,Syscor MR 20 tablets (Forest Laboratories UK Ltd),Syscor MR 20 tablets,Nisoldipine,NA,4.07001E+15
1.40154E+15,Syscor MR 30 tablets (Forest Laboratories UK Ltd),Syscor MR 30 tablets,Nisoldipine,NA,4.06921E+15
1.40634E+15,Tarka modified-release capsules (Abbott Laboratories Ltd),Tarka modified-release capsules,Trandolapril/ Verapamil hydrochloride,NA,3.69121E+15
1.41424E+15,Tenben 25mg/1.25mg capsules (Galen Ltd),Tenben 25mg/1.25mg capsules,Atenolol/ Bendroflumethiazide,NA,7.21411E+14
1.42544E+15,Tenchlor 50mg/12.5mg tablets (Teva UK Ltd),Tenchlor 50mg/12.5mg tablets,Atenolol/ Chlortalidone,NA,4.39411E+14
1.42554E+15,Tenchlor 100mg/25mg tablets (Teva UK Ltd),Tenchlor 100mg/25mg tablets,Atenolol/ Chlortalidone,NA,2.98311E+14
1.44341E+14,Betaloc 100mg tablets (AstraZeneca UK Ltd),Betaloc 100mg tablets,Metoprolol tartrate,NA,1.93911E+14
1.44441E+14,Betaloc 50mg tablets (AstraZeneca UK Ltd),Betaloc 50mg tablets,Metoprolol tartrate,NA,3.1811E+13
1.44541E+14,Betaloc-SA 200mg tablets (AstraZeneca UK Ltd),Betaloc-SA 200mg tablets,Metoprolol tartrate,NA,1.85111E+14
1.44741E+14,Betim 10mg tablets (Meda Pharmaceuticals Ltd),Betim 10mg tablets,Timolol maleate,NA,7.2811E+13
1.46144E+15,Trandate 100mg/20ml solution for injection ampoules (Focus Pharmaceuticals Ltd),Trandate 100mg/20ml solution for injection ampoules,Labetalol hydrochloride,NA,4.41391E+15
1.46964E+15,Trasicor 20mg tablets (Amdipharm Plc),Trasicor 20mg tablets,Oxprenolol hydrochloride,NA,3.37901E+15
1.46974E+15,Trasicor 40mg tablets (Amdipharm Plc),Trasicor 40mg tablets,Oxprenolol hydrochloride,NA,5.92911E+14
1.46984E+15,Trasicor 80mg tablets (Amdipharm Plc),Trasicor 80mg tablets,Oxprenolol hydrochloride,NA,5.68511E+14
1.46994E+15,Trasidrex modified-release tablets (Mercury Pharma Group Ltd),Trasidrex modified-release tablets,Cyclopenthiazide/ Oxprenolol hydrochloride,NA,3.44441E+15
1.49544E+15,Urizide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd),Urizide 5mg tablets,Bendroflumethiazide,NA,8.98211E+14
