medcodeid,term,condition
5.05637E+15,Acute widespread myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05638E+15,Acute Q wave infarction - widespread (disorder),Q code group Coronary Heart Disease (original)
5.05639E+15,Acute non-Q wave infarction - widespread (disorder),Q code group Coronary Heart Disease (original)
5.05641E+15,Old anterior myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05642E+15,Old inferior myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05643E+15,Old lateral myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05644E+15,Old posterior myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05646E+15,Silent myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.05647E+15,Accelerated coronary artery disease in transplanted heart (disorder),Q code group Coronary Heart Disease (original)
5.0565E+15,Post-infarction ventricular septal defect (disorder),Q code group Coronary Heart Disease (original)
5.05652E+15,Post-infarction ventricular septal defect (disorder),Q code group Coronary Heart Disease (original)
5.05668E+15,Post-infarction mitral papillary muscle rupture (disorder),Q code group Coronary Heart Disease (original)
5.05694E+15,Post-infarction pericarditis (disorder),Q code group Coronary Heart Disease (original)
5.05695E+15,Post-infarction pericarditis (disorder),Q code group Coronary Heart Disease (original)
5.057E+15,Post-infarction hemopericardium (disorder),Q code group Coronary Heart Disease (original)
5.05701E+15,Post-infarction hemopericardium (disorder),Q code group Coronary Heart Disease (original)
5.05751E+15,Post-infarction mural thrombus (disorder),Q code group Coronary Heart Disease (original)
5.05823E+15,Coronary artery stenosis (disorder),Q code group Coronary Heart Disease (original)
5.05885E+15,Coronary artery perforation (disorder),Q code group Coronary Heart Disease (original)
5.05908E+15,Coronary steal syndrome (disorder),Q code group Coronary Heart Disease (original)
5.24511E+14,Brainstem stroke syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.24541E+14,Brain stem infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.29451E+15,Coronary graft stenosis (disorder),Q code group Coronary Heart Disease (original)
5.29457E+15,Coronary stent stenosis (finding),Q code group Coronary Heart Disease (original)
5.29458E+15,Coronary stent occluded (finding),Q code group Coronary Heart Disease (original)
5.37751E+14,Cardiac rupture due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.42251E+14,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)",Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.42261E+14,Cerebral infarction due to occlusion of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.42831E+14,Cerebral embolism (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.43141E+14,Occlusion of cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.43291E+14,Myocardial infarction with complication (disorder),Q code group Coronary Heart Disease (original)
5.49217E+15,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.49218E+15,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.4922E+15,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.49222E+15,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.58231E+15,Occipital cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.58232E+15,Foville syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.58233E+15,Millard-Gubler syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.58234E+15,Millard-Gubler syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.58235E+15,Top of basilar syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.64729E+15,Ischemic myocardial dysfunction (disorder),Q code group Coronary Heart Disease (original)
5.6473E+15,Ischemic myocardial dysfunction (disorder),Q code group Coronary Heart Disease (original)
5.64731E+15,Stunned myocardium (disorder),Q code group Coronary Heart Disease (original)
5.64732E+15,Hibernating myocardium (disorder),Q code group Coronary Heart Disease (original)
5.6492E+15,Extension of cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.64921E+15,Extension of cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.64922E+15,Extension of cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.7341E+13,Posterior inferior cerebellar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
58046010,Vertebral artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.83672E+15,Embolus of circle of Willis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.88761E+15,Exercise-induced angina (disorder),Q code group Coronary Heart Disease (original)
5.88763E+15,Exercise-induced angina (disorder),Q code group Coronary Heart Disease (original)
5.88764E+15,Exercise-induced angina (disorder),Q code group Coronary Heart Disease (original)
5.91279E+15,Infarction of optic chiasm (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.91281E+15,Infarction of visual cortex (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.93532E+15,Acute Q wave myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
5.95731E+14,Atherosclerosis of coronary artery (disorder),Q code group Coronary Heart Disease (original)
5.96739E+15,Multiple lacunar infarcts (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.97448E+15,History of myocardial infarction in last year (situation),Q code group Coronary Heart Disease (original)
5.9745E+15,History of angina in last year (situation),Q code group Coronary Heart Disease (original)
59952018,Nocturnal angina (disorder),Q code group Coronary Heart Disease (original)
6.04377E+15,Non-Q wave myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
6.05307E+15,Transient myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.05461E+14,Cerebrovascular accident due to occlusion of cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.05481E+14,Stroke in the puerperium (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.05491E+14,Cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.05501E+14,Cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.0566E+15,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction (procedure),Q code group Coronary Heart Disease (original)
6.16081E+14,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction (procedure),Q code group Coronary Heart Disease (original)
6.34829E+15,Thrombotic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.3483E+15,Embolic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.34865E+15,Myocardial infarction with complication (disorder),Q code group Coronary Heart Disease (original)
6.36035E+15,Multi vessel coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
6.36036E+15,Left main coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
6.36037E+15,Significant coronary bypass graft disease (disorder),Q code group Coronary Heart Disease (original)
6.36038E+15,Progressive angina (disorder),Q code group Coronary Heart Disease (original)
6.36039E+15,Atypical angina (disorder),Q code group Coronary Heart Disease (original)
6.3604E+15,Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder),Q code group Coronary Heart Disease (original)
6.36041E+15,Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder),Q code group Coronary Heart Disease (original)
6.36042E+15,Recurrent angina following placement of coronary artery stent (disorder),Q code group Coronary Heart Disease (original)
6.36043E+15,Recurrent angina following placement of coronary artery stent (disorder),Q code group Coronary Heart Disease (original)
6.36044E+15,Recurrent angina status post coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
6.36045E+15,Recurrent angina status post coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
6.36046E+15,Recurrent angina status post rotational atherectomy (disorder),Q code group Coronary Heart Disease (original)
6.36047E+15,Recurrent angina status post rotational atherectomy (disorder),Q code group Coronary Heart Disease (original)
6.36048E+15,Recurrent angina status post directional coronary atherectomy (disorder),Q code group Coronary Heart Disease (original)
6.36049E+15,Recurrent angina status post directional coronary atherectomy (disorder),Q code group Coronary Heart Disease (original)
6.3606E+15,Myocardial ischemia manifest on stress test status post myocardial infarction (finding),Q code group Coronary Heart Disease (original)
6.36061E+15,Myocardial ischemia manifest on stress test status post myocardial infarction (finding),Q code group Coronary Heart Disease (original)
6.36166E+15,Diffuse disease of coronary artery (finding),Q code group Coronary Heart Disease (original)
6.45048E+15,Stenotic coronary artery (finding),Q code group Coronary Heart Disease (original)
6.54611E+15,Acute coronary syndrome (disorder),Q code group Coronary Heart Disease (original)
6.54675E+15,First myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
6.60112E+15,Coronary artery thrombosis (disorder),Q code group Coronary Heart Disease (original)
6.60113E+15,Coronary artery thrombosis (disorder),Q code group Coronary Heart Disease (original)
6.61919E+15,History of myocardial infarction (situation),Q code group Coronary Heart Disease (original)
6.6192E+15,History of myocardial infarction (situation),Q code group Coronary Heart Disease (original)
6.61988E+15,History of coronary artery bypass grafting (situation),Q code group Coronary Heart Disease (original)
6.61989E+15,History of coronary artery bypass grafting (situation),Q code group Coronary Heart Disease (original)
6.65122E+15,Acute ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
6.65139E+15,Acute non-ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
6.7081E+13,Post-infarction ventricular septal defect (disorder),Q code group Coronary Heart Disease (original)
6.7501E+13,Vertebrobasilar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.7511E+13,Basilar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.76535E+15,Pontine artery occlusion (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.76536E+15,Pontine artery thrombosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.82481E+14,Coronary thrombosis not resulting in myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
6.83705E+15,Infarction of basal ganglia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.83706E+15,Infarction of basal ganglia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.84123E+15,Acute ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
6.84124E+15,Acute ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
6.84139E+15,Acute myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.8414E+15,Acute myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.84614E+15,Cardioembolic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.84776E+15,Chronic ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
6.84787E+15,Chronic myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.8508E+15,Disorder of coronary artery (disorder),Q code group Coronary Heart Disease (original)
6.86025E+15,Ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
6.86026E+15,Ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
6.86478E+15,Myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.86479E+15,Myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.8648E+15,Myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
6.91497E+15,Myocardial infarction in recovery phase (disorder),Q code group Coronary Heart Disease (original)
6.94663E+15,Obliterative coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
6.96161E+14,Multi-infarct dementia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.96994E+15,Coronary artery stent thrombosis (disorder),Q code group Coronary Heart Disease (original)
6.99098E+15,Ischemic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
6.99099E+15,Ischemic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.04409E+15,Thrombosis of internal carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.0441E+15,Thrombosis of internal carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.04411E+15,Thrombosis of internal carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.05417E+15,Acute lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.06469E+15,Transient cerebral ischemia due to atrial fibrillation (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.0647E+15,Transient cerebral ischemia due to atrial fibrillation (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.06528E+15,Ischemic congestive cardiomyopathy (disorder),Q code group Coronary Heart Disease (original)
7.06529E+15,Ischemic congestive cardiomyopathy (disorder),Q code group Coronary Heart Disease (original)
7.06729E+15,Infarction of medulla oblongata (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.0673E+15,Infarction of medulla oblongata (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.0719E+15,Thalamic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.07191E+15,Thalamic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.08082E+15,Coronary arteriosclerosis caused by radiation (disorder),Q code group Coronary Heart Disease (original)
7.08083E+15,Coronary arteriosclerosis caused by radiation (disorder),Q code group Coronary Heart Disease (original)
7.0848E+15,Mixed myocardial ischemia and infarction (disorder),Q code group Coronary Heart Disease (original)
7.08481E+15,Mixed myocardial ischemia and infarction (disorder),Q code group Coronary Heart Disease (original)
7.09309E+15,Recent myocardial infarction (situation),Q code group Coronary Heart Disease (original)
7.10026E+15,History of cardioembolic stroke (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.10042E+15,Recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty (disorder),Q code group Coronary Heart Disease (original)
7.10256E+15,New myocardial infarction compared to prior study (finding),Q code group Coronary Heart Disease (original)
7.10524E+15,Typical angina (disorder),Q code group Coronary Heart Disease (original)
7.10698E+15,Arteriosclerosis of coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.10699E+15,Arteriosclerosis of coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.10785E+15,Anterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
7.10786E+15,Anterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
7.10787E+15,Anterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
7.10788E+15,Anterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
7.11263E+15,History of cerebrovascular accident without residual deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.23281E+15,History of cerebrovascular accident with residual deficit (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.25125E+15,Infarct of cerebrum due to iatrogenic cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.2571E+13,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
7.26142E+15,Arteriosclerosis of autologous vein coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.26165E+15,Arteriosclerosis of nonautologous coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.26404E+15,Arteriosclerosis of arterial coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.27849E+15,Atherosclerosis of coronary artery (disorder),Q code group Coronary Heart Disease (original)
7.28912E+15,Recurrent transient cerebral ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.28913E+15,Recurrent transient cerebral ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.29596E+15,Superior cerebellar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.29895E+15,Arteriosclerosis of coronary artery bypass graft of transplanted heart (disorder),Q code group Coronary Heart Disease (original)
7.29896E+15,Arteriosclerosis of internal mammary artery coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.3093E+15,Calcification of coronary artery (disorder),Q code group Coronary Heart Disease (original)
7.32862E+15,Thromboembolus of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.47575E+15,Ischemic dilated cardiomyopathy due to coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
7.47576E+15,Ischemic dilated cardiomyopathy due to coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
7.47577E+15,Ischemic dilated cardiomyopathy due to coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
7.47578E+15,Ischemic dilated cardiomyopathy due to coronary artery disease (disorder),Q code group Coronary Heart Disease (original)
7.50266E+15,Microvascular ischemia of myocardium (disorder),Q code group Coronary Heart Disease (original)
7.50267E+15,Microvascular ischemia of myocardium (disorder),Q code group Coronary Heart Disease (original)
7.50791E+15,Postoperative thromboembolus of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.50792E+15,Postoperative thromboembolus of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.508E+15,Coronary artery bypass graft operation planned (situation),Q code group Coronary Heart Disease (original)
7.50801E+15,Coronary artery bypass graft operation planned (situation),Q code group Coronary Heart Disease (original)
7.50802E+15,Coronary artery bypass graft operation planned (situation),Q code group Coronary Heart Disease (original)
7.51033E+15,History of non-ST segment elevation myocardial infarction (situation),Q code group Coronary Heart Disease (original)
7.52203E+15,History of cerebrovascular accident in last eight weeks (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.52597E+15,Embolism of middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.57158E+15,Acute ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.57159E+15,Acute ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.5716E+15,Acute ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.57161E+15,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57162E+15,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57163E+15,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57218E+15,Asymptomatic occlusion of posterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.5722E+15,Asymptomatic occlusion of anterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.57221E+15,Asymptomatic occlusion of middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.57222E+15,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57223E+15,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57224E+15,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57225E+15,Subsequent ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.57226E+15,Subsequent ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.57227E+15,Subsequent ST segment elevation myocardial infarction of anterior wall (disorder),Q code group Coronary Heart Disease (original)
7.57228E+15,Subsequent ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.57229E+15,Subsequent ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.5723E+15,Acute myocardial infarction during procedure (disorder),Q code group Coronary Heart Disease (original)
7.57231E+15,Acute myocardial infarction during procedure (disorder),Q code group Coronary Heart Disease (original)
7.57232E+15,Acute ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57233E+15,Acute ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57234E+15,Acute ST segment elevation myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
7.57235E+15,Silent coronary vasospastic disease (disorder),Q code group Coronary Heart Disease (original)
7.57284E+15,Acute myocardial infarction of inferior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57285E+15,Acute myocardial infarction of inferior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57286E+15,Acute myocardial infarction of anterior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57287E+15,Acute myocardial infarction of anterior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57288E+15,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57289E+15,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.5729E+15,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder),Q code group Coronary Heart Disease (original)
7.57404E+15,Mitral valve regurgitation due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.57405E+15,Mitral valve regurgitation due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.57408E+15,Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture (disorder),Q code group Coronary Heart Disease (original)
7.5741E+15,Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture (disorder),Q code group Coronary Heart Disease (original)
7.57438E+15,Coronary artery occlusion due to neoplastic disease (disorder),Q code group Coronary Heart Disease (original)
7.57439E+15,Coronary artery occlusion due to neoplastic disease (disorder),Q code group Coronary Heart Disease (original)
7.5744E+15,Coronary artery occlusion due to neoplastic disease (disorder),Q code group Coronary Heart Disease (original)
7.57441E+15,Coronary artery occlusion due to neoplastic disease (disorder),Q code group Coronary Heart Disease (original)
7.57442E+15,Coronary artery occlusion due to neoplastic disease (disorder),Q code group Coronary Heart Disease (original)
7.57448E+15,Subsequent non-ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.57449E+15,Subsequent non-ST segment elevation myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.59898E+15,Cerebral infarction due to embolism of middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.59899E+15,Thrombosis of middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.599E+15,Cerebral infarction due to thrombosis of middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.66287E+15,Inducible ischemia manifest on stress test post myocardial infarction (finding),Q code group Coronary Heart Disease (original)
7.66288E+15,Inducible ischemia manifest on stress test post myocardial infarction (finding),Q code group Coronary Heart Disease (original)
7.67417E+15,Transient ischemic attack due to embolism (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.67418E+15,Transient ischemic attack due to embolism (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.6965E+15,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.69651E+15,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.69652E+15,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.69653E+15,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.70351E+15,Subacute ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.70352E+15,Subacute ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
7.7415E+15,Cerebrovascular accident during surgery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.74151E+15,Cerebrovascular accident during surgery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.78977E+15,Non-obstructive atherosclerosis of coronary artery (disorder),Q code group Coronary Heart Disease (original)
7.83999E+15,Silent cerebral infarct (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7844010,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
7845011,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
7847015,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
7.8485E+15,Ventricular aneurysm due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84851E+15,Ventricular aneurysm due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84852E+15,Pulmonary embolism due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84853E+15,Pulmonary embolism due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84854E+15,Arrhythmia due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84855E+15,Arrhythmia due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84856E+15,Cardiogenic shock unrelated to mechanical complications as current complication following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84857E+15,Cardiogenic shock unrelated to mechanical complications as current complication following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
7.84858E+15,Atherosclerosis of non-autologous coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.85563E+15,Cerebral ischemic stroke due to small artery occlusion (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85564E+15,Cerebral ischemic stroke due to small artery occlusion (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85565E+15,Cerebral ischemic stroke due to intracranial large artery atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85566E+15,Cerebral ischemic stroke due to intracranial large artery atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85567E+15,Cerebral ischemic stroke due to extracranial large artery atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85568E+15,Cerebral ischemic stroke due to extracranial large artery atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85571E+15,Stroke co-occurrent with migraine (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85572E+15,Stroke co-occurrent with migraine (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85573E+15,Stroke co-occurrent with migraine (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.85574E+15,Atherosclerosis of autologous coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
7.86371E+15,Cerebral ischemic stroke due to occlusion of extracranial large artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.86372E+15,Cerebral ischemic stroke due to occlusion of extracranial large artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
